paperId,title,year,venue,fieldsOfStudy
ff56dfdbc8b86decbc6119d96c1097c0fef56ecd,Neuron-level Interpretation of Deep NLP Models: A Survey,2021.0,Transactions of the Association for Computational Linguistics,Computer Science
868c3a07ca240ad66d953bfb5094ad962f1cdca4,Causal Mediation Analysis for Interpreting Neural NLP: The Case of Gender Bias,2020.0,arXiv.org,Computer Science
d6357b1c61611f744acbae69484acd7f21c89dff,Substructure Substitution: Structured Data Augmentation for NLP,2021.0,Findings,Computer Science
8d911c2be6b68771cc1dae24fd3c5c5dc5261e81,Towards Efficient NLP: A Standard Evaluation and A Strong Baseline,2021.0,North American Chapter of the Association for Computational Linguistics,Computer Science
e7569d3899707930abcd4efff56f8a301ef7fed5,Natural Language Processing (NLP),2021.0,Encyclopedia of Big Data,
387e0b95d56e9ecec60a1037ddf7cc57b2851835,Playing the lottery with rewards and multiple languages: lottery tickets in RL and NLP,2019.0,International Conference on Learning Representations,"Mathematics,Computer Science"
1cf2e9e198feef3893da2800a7949f6880ddc084,ExplainaBoard: An Explainable Leaderboard for NLP,2021.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
ddd27dba038d0ed14c48cd027812df58a902ece2,AllenNLP Interpret: A Framework for Explaining Predictions of NLP Models,2019.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
2550fafc0cbd8bbf7aadd864ac569596d33db038,Grounding ‘Grounding’ in NLP,2021.0,Findings,Computer Science
1a64ccfa07381895b278b9e85173d2825f3331c3,skweak: Weak Supervision Made Easy for NLP,2021.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
7472a40d5ac4f2312bf98f001906774dd45960e6,A Just and Comprehensive Strategy for Using NLP to Address Online Abuse,2019.0,Annual Meeting of the Association for Computational Linguistics,"Computer Science,Sociology"
33d0a96abf0b2cd10c0d440c6c2acd0e7d51cb5f,Improving the Reliability of Deep Neural Networks in NLP: A Review,2020.0,Knowledge-Based Systems,Computer Science
ea2907be4042b8f661964052ad2e6a5ca53603fe,Nitrate-responsive NIN-like protein (NLP) transcription factors perform unique and redundant roles in Arabidopsis.,2021.0,Journal of Experimental Botany,Medicine
7a1cde46dc26e4401e2226c5ddf8a6d2f643d98e,On learning and representing social meaning in NLP: a sociolinguistic perspective,2021.0,North American Chapter of the Association for Computational Linguistics,Computer Science
87e367d76e5c63c834bf77b4f6ea8bce6cdb5553,End-to-End Construction of NLP Knowledge Graph,2021.0,Findings,Computer Science
f7e05a172fece489e9de9bc32d213ba31737123e,Applying NLP techniques to malware detection in a practical environment,2021.0,International Journal of Information Security,Computer Science
9c2156bc35c6f8e68aa21d4b2f339134a4d28708,What Is One Grain of Sand in the Desert? Analyzing Individual Neurons in Deep NLP Models,2018.0,AAAI Conference on Artificial Intelligence,Computer Science
8e93a072ac0324a7d012fbba6aa314d5b4b59b64,Towards Scalable and Reliable Capsule Networks for Challenging NLP Applications,2019.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
b977401d49c685d2f6209fa15a730419ad4d3d7d,NLP-based Feature Extraction for the Detection of COVID-19 Misinformation Videos on YouTube,2020.0,NLPCOVID19,Computer Science
5f5e9366983b53d4a753627d1144daa8e890e02f,Metamorphic Testing and Certified Mitigation of Fairness Violations in NLP Models,2020.0,International Joint Conference on Artificial Intelligence,Computer Science
9fec5868542b4d9070306f1418d1d21666226e90,Evaluating NLP Models via Contrast Sets,2020.0,arXiv.org,Computer Science
f0d6db2186d8bf2d8530f01de6c6518bb9711392,Interpretability and Analysis in Neural NLP,2020.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
ee1f909de019f47470dabc0b87606b16c941e033,Returning the N to NLP: Towards Contextually Personalized Classification Models,2020.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
f98f32e05fffb50437b556412127a92108d1d0b2,"Transformers: ""The End of History"" for NLP?",2021.0,ECML/PKDD,Computer Science
b59646ddc6c102da27d42097d99f1deada65c84a,Towards Explainable NLP: A Generative Explanation Framework for Text Classification,2018.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
ed1262a5734425f5e24113b992e5a144cf400b51,Towards a Deep and Unified Understanding of Deep Neural Models in NLP,2019.0,International Conference on Machine Learning,Computer Science
92503301e8b867f53bdbee629761cd0ac6d34bbf,Measuring the Readability of Sustainability Reports: A Corpus-Based Analysis Through Standard Formulae and NLP,2020.0,,Computer Science
629437896583654f5f42150955e3af1dec3f52b5,Sketching NLP: A Case Study of Exploring the Right Things To Design with Language Intelligence,2019.0,International Conference on Human Factors in Computing Systems,Computer Science
093bfc1ce749dcc9e6edd3aa5902a1d7746601d4,Preregistering NLP research,2021.0,North American Chapter of the Association for Computational Linguistics,Computer Science
f21b36a5cfba94bbc6ed5c3642e1e46057deccaf,How Transferable are Neural Networks in NLP Applications?,2016.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
1ade772f489b4027b3fed3a5869988bc0ea56034,Desiderata for delivering NLP to accelerate healthcare AI advancement and a Mayo Clinic NLP-as-a-service implementation,2019.0,npj Digital Medicine,"Computer Science,Medicine"
8de470d16044429085b590f03216c0a8992e364c,How to Train good Word Embeddings for Biomedical NLP,2016.0,BioNLP@ACL,Computer Science
adc9533f3d4c3b41b21c10a948a6118018df2a5a,Searching for a Search Method: Benchmarking Search Algorithms for Generating NLP Adversarial Examples,2020.0,BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP,Computer Science
f7b3e4b5a8e15585d09398a056bdf0b43bed68ca,Gradient-based Analysis of NLP Models is Manipulable,2020.0,Findings,Computer Science
40ac39c1356c6968fb416317a893152779ce7b1e,Natural Language Processing (NLP) for Requirements Engineering: A Systematic Mapping Study,2020.0,arXiv.org,Computer Science
a70ff419c7d26482470b53edf630747a39310bcf,"Motivations, Methods and Metrics of Misinformation Detection: An NLP Perspective",2020.0,Natural Language Processing Research,Computer Science
c00e103a1c2be6c396d88b59a367df05bff1248d,Utility Is in the Eye of the User: A Critique of NLP Leaderboard Design,2020.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
899eb1ac1f75114f89339eac233a9a64c6aa5f2a,Genome wide analysis of NLP transcription factors reveals their role in nitrogen stress tolerance of rice,2020.0,Scientific Reports,"Biology,Medicine"
88e365645f3583b8efdcb80c838217841fa793c7,Twitter as a Lifeline: Human-annotated Twitter Corpora for NLP of Crisis-related Messages,2016.0,International Conference on Language Resources and Evaluation,Computer Science
f0f81bda8974900a46d19ac9882cdeaa3dccf458,Visualizing Transformers for NLP: A Brief Survey,2020.0,International Conference on Information Visualisation,Computer Science
6149eea0b589fddbbeda46a0a92da3c097d2ef39,Semantic NLP-Based Information Extraction from Construction Regulatory Documents for Automated Compliance Checking,2016.0,Journal of computing in civil engineering,Computer Science
9ec98fb2703f11bd3585d9a9aaaf8ae861e627b0,The role of protein-protein interactions mediated by the PB1 domain of NLP transcription factors in nitrate-inducible gene expression,2019.0,BMC Plant Biology,"Biology,Medicine"
db9db6680b8b08b049ce9b4f5697e26584ea8b10,Sentiment Analysis with NLP on Twitter Data,2019.0,"2019 International Conference on Computer, Communication, Chemical, Materials and Electronic Engineering (IC4ME2)",Computer Science
cbae17234b0da5136bd7d4445cc20de3eeb9614c,Natural Language Processing (NLP) in Qualitative Public Health Research: A Proof of Concept Study,2019.0,International Journal of Qualitative Methods,Psychology
4fad6bb4ea6bd2ee0cc00a46efa7a921acd2cfae,UralicNLP: An NLP Library for Uralic Languages,2019.0,Journal of Open Source Software,Computer Science
3baeeb958ee02f754da5dde495e86053eac7e671,Implementation of a Chat Bot System using AI and NLP,2018.0,,Computer Science
80e34f2b7f816113130c536dddd8aa980c95dfd2,Interpreting Predictions of NLP Models,2020.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
a22107cba0da00c397d47e13c73f4dc8372e16e2,Interacting TCP and NLP transcription factors control plant responses to nitrate availability,2017.0,Proceedings of the National Academy of Sciences of the United States of America,"Medicine,Biology"
021d3e9eeb08fc79f13d51a70c51a88a1bcaac05,Eudicot plant-specific sphingolipids determine host selectivity of microbial NLP cytolysins,2017.0,Science,"Medicine,Chemistry"
6067628004373e61b962bd4b470308882e57448b,Contextual LSTM (CLSTM) models for Large scale NLP tasks,2016.0,arXiv.org,Computer Science
a6ca162e3d9522d03315a24b5c6076e19bb76e61,A hybrid LP/NLP paradigm for global optimization relaxations,2018.0,Mathematical Programming Computation,Computer Science
1258fe759b4c3666f7b91420f1c3c89233a5afa9,From semantics to pragmatics: where IS can lead in Natural Language Processing (NLP) research,2020.0,European Journal of Information Systems,Computer Science
8f42985343b1c98cd892a724912263f89e223d35,Opinion mining on newspaper headlines using SVM and NLP,2019.0,International Journal of Electrical and Computer Engineering (IJECE),Computer Science
98f9b6768b348119359c4fba80c77cd2f549633c,Detecting requirements defects with NLP patterns: an industrial experience in the railway domain,2018.0,Empirical Software Engineering,Computer Science
e618ac0acfff2c4c634748db1414e256c424d5dc,Is it Time to Swish? Comparing Deep Learning Activation Functions Across NLP tasks,2018.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
7557492a09457577d85802763c46555e6bed077e,An RLP23–SOBIR1–BAK1 complex mediates NLP-triggered immunity,2015.0,Nature Plants,"Biology,Medicine"
b525bac2438c296e3b627a61908cd37e66ac7115,Deep Reinforcement Learning for NLP,2018.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
9e3f3d1e1e86cc497315f78617c909ae9a485f21,Explaining Predictions of Non-Linear Classifiers in NLP,2016.0,Rep4NLP@ACL,"Computer Science,Mathematics"
c33fb1782e0067b02acf6e4a83f941befefab660,Combining click-stream data with NLP tools to better understand MOOC completion,2016.0,International Conference on Learning Analytics and Knowledge,Computer Science
ee4f5f354f0409f349c5fe0f413da08d5193e368,Novel Use of Natural Language Processing (NLP) to Predict Suicidal Ideation and Psychiatric Symptoms in a Text-Based Mental Health Intervention in Madrid,2016.0,Comput. Math. Methods Medicine,"Medicine,Psychology,Computer Science"
72f280e47e91b30af24205fa24d53247605aa591,Choosing an NLP Library for Analyzing Software Documentation: A Systematic Literature Review and a Series of Experiments,2017.0,IEEE Working Conference on Mining Software Repositories,Computer Science
6c35070b6824ae5a2af4c667860e87f2c7ef6a9a,"Complementarity, F-score, and NLP Evaluation",2016.0,International Conference on Language Resources and Evaluation,Computer Science
cc0461b68e45bc7208c71d5736a16bb14aa33a1d,Domain reduction techniques for global NLP and MINLP optimization,2017.0,Constraints,"Computer Science,Mathematics"
8472e999f723a9ccaffc6089b7be1865d8a1b863,Towards Linguistically Generalizable NLP Systems: A Workshop and Shared Task,2017.0,"Proceedings of the First Workshop on Building Linguistically
          Generalizable NLP Systems",Computer Science
7944797d30918d713445c4033a5db4b13174fbe2,Automated risk identification using NLP in cloud based development environments,2017.0,,Computer Science
87f714f3534c7a3ca2bf41ce5825139ddc8247bf,What to do about non-standard (or non-canonical) language in NLP,2016.0,Conference on Natural Language Processing,Computer Science
6017846621ae9937745725fb41a5227e18aef6f8,A STUDY ON NLP APPLICATIONS AND AMBIGUITY PROBLEMS SHAIDAH JUSOH,2018.0,,
7d4d45f164370c368f00f713dc4b1b2f810b2a01,Clinical documentation variations and NLP system portability: a case study in asthma birth cohorts across institutions,2017.0,J. Am. Medical Informatics Assoc.,"Computer Science,Medicine"
100245924f903092d3dc86657adaba366e4c6a19,Using NLP to Detect Requirements Defects: An Industrial Experience in the Railway Domain,2017.0,Requirements Engineering: Foundation for Software Quality,"Computer Science,Engineering"
f76757cb35e45b06fb585ca65372e0ff99d2aea3,A survey on the state-of-the-art machine learning models in the context of NLP,2016.0,,Computer Science
51fefbb9ccfd5d5570b6a7aaddf93b056a57c6a5,The Applications of Natural Language Processing (NLP) for Software Requirement Engineering - A Systematic Literature Review,2017.0,International Conference on Information Science and Applications,Computer Science
5cc2204e1f74101d3076ebddefeed17b48596f74,Towards a Seamless Integration of Word Senses into Downstream NLP Applications,2017.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
df1e12648b45c1868a20dc77931a0f81753d52ae,A Survey on Techniques in NLP,2016.0,,Computer Science
c4be6e98e384d032dbfd4835d1675807f656bd02,Overview of NLP-TEA 2016 Shared Task for Chinese Grammatical Error Diagnosis,2016.0,NLP-TEA@COLING,Computer Science
168faeb22d9199ef0a389fdc89e4be26a990f9d3,NLP-driven citation analysis for scientometrics,2016.0,Natural Language Engineering,Computer Science
de8050af0cfad7d28ea901bf80a78241ed8f3afb,TextImager: a Distributed UIMA-based System for NLP,2016.0,International Conference on Computational Linguistics,Computer Science
d83413f7f785aae067d49332239c3a36c346ba99,EstNLTK - NLP Toolkit for Estonian,2016.0,International Conference on Language Resources and Evaluation,Computer Science
7988eaef00000224bfd89f7700ac9a64a24e9fcb,Inverted indexing for cross-lingual NLP,2015.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
3febb2bed8865945e7fddc99efd791887bb7e14f,Deep Contextualized Word Representations,2018.0,North American Chapter of the Association for Computational Linguistics,Computer Science
a54b56af24bb4873ed0163b77df63b92bd018ddc,"DistilBERT, a distilled version of BERT: smaller, faster, cheaper and lighter",2019.0,arXiv.org,Computer Science
ff0b2681d7b05e16c46dfb71d980cc2f605907cd,Finetuned Language Models Are Zero-Shot Learners,2021.0,International Conference on Learning Representations,Computer Science
a9e155fda1d97baa2b8712f580cc61887cc64e9b,ChatGPT outperforms crowd workers for text-annotation tasks,2023.0,Proceedings of the National Academy of Sciences of the United States of America,"Computer Science,Medicine"
84109e1235b725f4bb44a54bab8b493bd723fdd3,Towards General Text Embeddings with Multi-stage Contrastive Learning,2023.0,arXiv.org,Computer Science
5b7f5488c380cf5085a5dd93e993ad293b225eee,One Fits All: Power General Time Series Analysis by Pretrained LM,2023.0,Neural Information Processing Systems,Computer Science
16f01c1b3ddd0b2abd5ddfe4fdb3f74767607277,Time-LLM: Time Series Forecasting by Reprogramming Large Language Models,2023.0,International Conference on Learning Representations,Computer Science
1e43c7084bdcb6b3102afaf301cce10faead2702,BioBERT: a pre-trained biomedical language representation model for biomedical text mining,2019.0,Bioinform.,"Computer Science,Medicine"
141a5033d9994242b18bb3b217e79582f1ee9306,Scaling Up Visual and Vision-Language Representation Learning With Noisy Text Supervision,2021.0,International Conference on Machine Learning,Computer Science
ca2f1088d3e581b2c6c75cf0ebc96506d620f64d,On the Dangers of Stochastic Parrots: Can Language Models Be Too Big? 🦜,2021.0,"Conference on Fairness, Accountability and Transparency",Computer Science
af88ce6116c2cd2927a4198745e99e5465173783,Bidirectional LSTM-CRF Models for Sequence Tagging,2015.0,arXiv.org,Computer Science
03055978e278960de9fbb5c648b1779ef9f26cd1,Can Large Language Models Be an Alternative to Human Evaluations?,2023.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
14b65a86c82e38fce0eb3506e0d4084ad5cdb583,DeBERTa: Decoding-enhanced BERT with Disentangled Attention,2020.0,International Conference on Learning Representations,Computer Science
f402971f33a07333bb81394aa3d0c0e93ca2b960,A Scoping Literature Review of Natural Language Processing Application to Safety Occurrence Reports,2023.0,Safety,
5fc3830322f7eae2934c912c391ee5edded86a15,Open X-Embodiment: Robotic Learning Datasets and RT-X Models : Open X-Embodiment Collaboration,2024.0,IEEE International Conference on Robotics and Automation,Computer Science
156d217b0a911af97fa1b5a71dc909ccef7a8028,SciBERT: A Pretrained Language Model for Scientific Text,2019.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
131c6f328c11706de2c43cd16e0b7c5d5e610b6a,Harnessing the Power of LLMs in Practice: A Survey on ChatGPT and Beyond,2023.0,ACM Transactions on Knowledge Discovery from Data,Computer Science
a3c0719d847a8cab836500a0ee3b9f4717ed136d,From human writing to artificial intelligence generated text: examining the prospects and potential threats of ChatGPT in academic writing.,2023.0,Biology of Sport,Medicine
26aa6fe2028b5eefbaa40ab54ef725bbbe7d9810,ConceptNet 5.5: An Open Multilingual Graph of General Knowledge,2016.0,AAAI Conference on Artificial Intelligence,Computer Science
18faafb15d7e7a8ad923b293f8c945c35680a2ef,ChatGPT and Open-AI Models: A Preliminary Review,2023.0,Future Internet,Computer Science
85e7d63f75c0916bd350a229e040c5fbb1472e7a,Making Pre-trained Language Models Better Few-shot Learners,2021.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
e816f788767eec6a8ef0ea9eddd0e902435d4271,Don’t Stop Pretraining: Adapt Language Models to Domains and Tasks,2020.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
832fff14d2ed50eb7969c4c4b976c35776548f56,REALM: Retrieval-Augmented Language Model Pre-Training,2020.0,International Conference on Machine Learning,Computer Science
d0086b86103a620a86bc918746df0aa642e2a8a3,Language Models as Knowledge Bases?,2019.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
a2f38d03fd363e920494ad65a5f0ad8bd18cd60b,Domain-Specific Language Model Pretraining for Biomedical Natural Language Processing,2020.0,ACM Trans. Comput. Heal.,Computer Science
30c0cdc414f68211d5d0514df027cec22e005174,A Survey on In-context Learning,2022.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
ce2d5b5856bb6c9ab5c2390eb8b180c75a162055,Recent Trends in Deep Learning Based Natural Language Processing,2017.0,IEEE Computational Intelligence Magazine,Computer Science
f45f85fa1beaa795c24c4ff86f1f2deece72252f,A decoder-only foundation model for time-series forecasting,2023.0,International Conference on Machine Learning,Computer Science
8e7e4f3f7cb32f3a93b5f6fda367af3e9b04c243,Using natural language processing to analyse text data in behavioural science,2025.0,Nature Reviews Psychology,
a710cd1bd3c9ac374e79daed5b0442ce5cc364fa,BERT applications in natural language processing: a review,2025.0,Artificial Intelligence Review,Computer Science
eba36ac75bf22edf9a1bfd33244d459c75b98305,Recurrent Convolutional Neural Networks for Text Classification,2015.0,AAAI Conference on Artificial Intelligence,Computer Science
d33a14592d68da068953cdf37f8bf562740c0085,An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study,2024.0,JMIR Medical Informatics,Medicine
80d0116d77beeded0c23cf48946d9d10d4faee14,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts,2021.0,International Conference on Machine Learning,Computer Science
57be0eee785bbfd669c1f51e9a3681105b7f82be,The Benefits and Challenges of ChatGPT: An Overview,2023.0,Frontiers in Computing and Intelligent Systems,
8ae9a17c87a4518b513e860683a0ef7824be994d,Exploiting Cloze-Questions for Few-Shot Text Classification and Natural Language Inference,2020.0,Conference of the European Chapter of the Association for Computational Linguistics,Computer Science
332dc8b2ca9d49fad607c7282f3360bb2a9aacf3,A large language model for electronic health records,2022.0,npj Digital Medicine,"Computer Science,Medicine"
4aa9f5150b46320f534de4747a2dd0cd7f3fe292,Semi-supervised Sequence Learning,2015.0,Neural Information Processing Systems,Computer Science
98a6b07d51261df9418981c1dddf09ad4a9c48e4,Event Extraction via Dynamic Multi-Pooling Convolutional Neural Networks,2015.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
fc97c3f375c7228a1df7caa5c0ce5d2a6a171bd7,What Disease does this Patient Have? A Large-scale Open Domain Question Answering Dataset from Medical Exams,2020.0,Applied Sciences,Computer Science
72cdd6ebe0221fb568ef20534f44ba5b35190a56,BERTweet: A pre-trained language model for English Tweets,2020.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
62ad7ea9467bbcdbfe325b9ee561cab3908e4583,MEGA: Multilingual Evaluation of Generative AI,2023.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
bd20069f5cac3e63083ecf6479abc1799db33ce0,A Primer in BERTology: What We Know About How BERT Works,2020.0,Transactions of the Association for Computational Linguistics,Computer Science
a76706d350b8c483a3aff73e61b91d15b5687335,Universal Sentence Encoder,2018.0,arXiv.org,Computer Science
93b4cc549a1bc4bc112189da36c318193d05d806,AllenNLP: A Deep Semantic Natural Language Processing Platform,2018.0,arXiv.org,Computer Science
006fdeff6e1a81c404317ee4056d6cc72f9c0e50,Multimodal Language Analysis in the Wild: CMU-MOSEI Dataset and Interpretable Dynamic Fusion Graph,2018.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
2573af4e13d9a5dddb257d22cd38a600528d9a8b,MobileBERT: a Compact Task-Agnostic BERT for Resource-Limited Devices,2020.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
6b8b2075319accc23fef43e4cf76bc3682189d82,Attention-Based Bidirectional Long Short-Term Memory Networks for Relation Classification,2016.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
2f2d8f8072e5cc9b296fad551f65f183bdbff7aa,Exploring the Limits of Language Modeling,2016.0,arXiv.org,Computer Science
dfbfa21a93c3164ae8a033398c8de42b03b1b84d,ChatGPT Beyond English: Towards a Comprehensive Evaluation of Large Language Models in Multilingual Learning,2023.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
95a251513853c6032bdecebd4b74e15795662986,What Does BERT Look at? An Analysis of BERT’s Attention,2019.0,BlackboxNLP@ACL,Computer Science
2ff41a463a374b138bb5a012e5a32bc4beefec20,Pre-Training with Whole Word Masking for Chinese BERT,2019.0,arXiv.org,Computer Science
5f994dc8cae24ca9d1ed629e517fcc652660ddde,ERNIE: Enhanced Language Representation with Informative Entities,2019.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
d51ed05fd05b9d222427a05a87ed88217447b44f,A Deep Relevance Matching Model for Ad-hoc Retrieval,2016.0,International Conference on Information and Knowledge Management,Computer Science
80cf2a6af4200ecfca1c18fc89de16148f1cd4bf,Patient Knowledge Distillation for BERT Model Compression,2019.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
c3a3c163f25b9181f1fb7e71a32482a7393d2088,Encoding Sentences with Graph Convolutional Networks for Semantic Role Labeling,2017.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
f797fd44b9ddd5845611eb7a705ca9464a8819d1,Very Deep Convolutional Networks for Text Classification,2016.0,Conference of the European Chapter of the Association for Computational Linguistics,Computer Science
8724579d3f126e753a0451d98ff57b165f722e72,Are aligned neural networks adversarially aligned?,2023.0,Neural Information Processing Systems,Computer Science
450b5490cc653478c272be50aa986798df828a20,Uncovering ChatGPT’s Capabilities in Recommender Systems,2023.0,ACM Conference on Recommender Systems,Computer Science
e154dd91de91558f9d671370754eace62a54c911,A study of generative large language model for medical research and healthcare,2023.0,npj Digit. Medicine,"Computer Science,Medicine"
3bcb17559ce96eb20fa79af8194f4af0380d194a,Pre-trained models for natural language processing: A survey,2020.0,Science China Technological Sciences,Computer Science
19cd2250f419666d4df441bae7ade1dd9a2f6bf9,ChatGPT in Healthcare: A Taxonomy and Systematic Review,2023.0,medRxiv,"Medicine,Computer Science"
c23d9d44e8bc68408cea9f305d1f24d915bc0d0d,Recent Advances in Natural Language Processing via Large Pre-trained Language Models: A Survey,2021.0,ACM Computing Surveys,Computer Science
bc8fa64625d9189f5801837e7b133e7fe3c581f7,Learned in Translation: Contextualized Word Vectors,2017.0,Neural Information Processing Systems,Computer Science
d16ab5c19ed33a263b6412ac41a4ea1f068d254a,Revisiting Pre-Trained Models for Chinese Natural Language Processing,2020.0,Findings,Computer Science
e2587eddd57bc4ba286d91b27c185083f16f40ee,What do you learn from context? Probing for sentence structure in contextualized word representations,2019.0,International Conference on Learning Representations,Computer Science
319b84be7a843250bc81d7086f79a4126d550277,ERNIE 3.0: Large-scale Knowledge Enhanced Pre-training for Language Understanding and Generation,2021.0,arXiv.org,Computer Science
4bfc842cfadc632de84709945c870fb8608162d9,Sentiment Analysis,2020.0,Encyclopedia of Social Network Analysis and Mining,Computer Science
02eaaf87f9cae34cca398fed146079e6eeb1f868,"Climbing towards NLU: On Meaning, Form, and Understanding in the Age of Data",2020.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
3465c06c872d8c48d628c5fc2d484087719351b6,LayoutLM: Pre-training of Text and Layout for Document Image Understanding,2019.0,Knowledge Discovery and Data Mining,Computer Science
26299d5fdc5137291dc6a091573b3d18aba1d1c2,MAD-X: An Adapter-based Framework for Multi-task Cross-lingual Transfer,2020.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
d13bb317e87f3f6da10da11059ebf4350b754814,"Survey of the State of the Art in Natural Language Generation: Core tasks, applications and evaluation",2017.0,Journal of Artificial Intelligence Research,Computer Science
f52b48a988489ed4d1c53f98e77aa34669547a94,Comparative Study of CNN and RNN for Natural Language Processing,2017.0,arXiv.org,Computer Science
cddf40e579a596d0110b260313adf43470617c4c,Datasets: A Community Library for Natural Language Processing,2021.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
7102bb3fe73bd057ff161d9db5214a267c1ef312,FinBERT: Financial Sentiment Analysis with Pre-trained Language Models,2019.0,arXiv.org,Computer Science
84913d6f08942ddf8dd51418820537abfaa5ae19,vq-wav2vec: Self-Supervised Learning of Discrete Speech Representations,2019.0,International Conference on Learning Representations,Computer Science
d70fe318d5fa97dab6ceaa3a5f14869f45b384dd,Natural Language Processing for Dialects of a Language: A Survey,2024.0,ACM Computing Surveys,Computer Science
2a8b6f990a5ddf0122aae82a46359b03031f302b,"Using millions of emoji occurrences to learn any-domain representations for detecting sentiment, emotion and sarcasm",2017.0,Conference on Empirical Methods in Natural Language Processing,"Mathematics,Computer Science"
1adadbfa95e43a70fcd17e6ce947a0652b86bfc3,Documenting Large Webtext Corpora: A Case Study on the Colossal Clean Crawled Corpus,2021.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
109929be7890ef982fb3b6be0d78609cfab1ea13,"PIXIU: A Large Language Model, Instruction Data and Evaluation Benchmark for Finance",2023.0,arXiv.org,Computer Science
21aff006cf2acb8e8fdab1bbd19f9d9a1f4cbc7f,"Generative Pre-Trained Transformer-Empowered Healthcare Conversations: Current Trends, Challenges, and Future Directions in Large Language Model-Enabled Medical Chatbots",2024.0,BioMedInformatics,
ab70853cd5912c470f6ff95e95481980f0a2a41b,SMART: Robust and Efficient Fine-Tuning for Pre-trained Natural Language Models through Principled Regularized Optimization,2019.0,Annual Meeting of the Association for Computational Linguistics,"Computer Science,Mathematics"
2fa3f7ce620a1c7155daef6620dd6bb0e01934f3,"Beto, Bentz, Becas: The Surprising Cross-Lingual Effectiveness of BERT",2019.0,Conference on Empirical Methods in Natural Language Processing,Computer Science
9fcdbfdf28245010c875ce85502351fe05c04b49,Exploring Collaboration Mechanisms for LLM Agents: A Social Psychology View,2023.0,arXiv.org,Computer Science
efbe2903ce921d6aa7ad6055c53511e0e6f25fa1,A Review of the Trends and Challenges in Adopting Natural Language Processing Methods for Education Feedback Analysis,2023.0,IEEE Access,Computer Science
5001630bcc65e8e0e621b19625629a2689724743,Generative Judge for Evaluating Alignment,2023.0,International Conference on Learning Representations,Computer Science
767dcc48c7ad2c943f3c1a25c46b873e7b8b3bc8,Glot500: Scaling Multilingual Corpora and Language Models to 500 Languages,2023.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
0bb4cadc80c0afaf29c57518dc9c06f8fcfa5f38,Semi-supervised sequence tagging with bidirectional language models,2017.0,Annual Meeting of the Association for Computational Linguistics,Computer Science
26e743d5bd465f49b9538deaf116c15e61b7951f,Learning Distributed Representations of Sentences from Unlabelled Data,2016.0,North American Chapter of the Association for Computational Linguistics,Computer Science
049f4c438ce9eefa622ae5ba5fb7e34443b86133,Lipstick on a Pig: Debiasing Methods Cover up Systematic Gender Biases in Word Embeddings But do not Remove Them,2019.0,North American Chapter of the Association for Computational Linguistics,"Computer Science,Art"
d78aed1dac6656affa4a04cbf225ced11a83d103,Revealing the Dark Secrets of BERT,2019.0,Conference on Empirical Methods in Natural Language Processing,"Computer Science,Mathematics"
0302438b3656971ea3741b71d0da6e4c417c74cf,"A Comprehensive Study of ChatGPT: Advancements, Limitations, and Ethical Considerations in Natural Language Processing and Cybersecurity",2023.0,Inf.,Computer Science
